id,start,label,comm_tkn,gender,business_type,bal,vol_trans_in,vol_trans_out,n_trans_in,n_trans_out
0x3cc06c32c88aba379c4bbd4c9ebda585d7574bbf,2018-09-26T09:01:45+03:00,0,LINDI,Male,Other,9037,36973.66640516215,27936.005513145883,57,172
0xbe9e9a4b6bddec171bced854615b861479933e44,2018-10-13T14:04:10+03:00,1,GEP,Male,Labour,12689,15052.908064349791,2363.545063570244,184,56
0xe6d39ad7c6be64673ec18af4a2eb02f2bea88e15,2018-09-26T16:26:25+03:00,2,SC,Female,Other,0,1724369.0033757337,1724369.0033757337,180,188
0x3700dd6c99f396c48e6658102ab2e18dc776d243,2018-09-17T15:50:40+03:00,3,OLYMPIC,Male,Other,4485,96118.89144581518,91632.95886949523,515,492
0xf87ea990cc4a20cfeb1c806ff7f3e486e06ca786,2018-10-19T10:57:55+03:00,4,GATINA,Male,Food,572,6651.689800676415,6030.0,129,126
0xce5d7f374bbe3a6144df208d4d634a1159644f4f,2018-10-18T14:43:40+03:00,5,GATINA,Male,General shop,664,1679.3782984916288,965.0,39,20
0xc60de6c505213471c608356a367251b045b2e483,2018-10-24T12:34:05+03:00,6,GATINA,Female,Food,268,1447.7098877278372,1179.0,24,30
0xa77066504cd75b03a0be9a9589eb15665fdf915a,2018-10-18T11:20:55+03:00,7,GATINA,Female,General shop,499,811.631281071096,312.0,21,16
0x4ec34d79358cb843da4bedc11044c35d5d06b923,2018-10-24T15:40:10+03:00,8,CONGO,Female,Food,694,2169.614874510032,1475.0,25,20
0x0e5a6224bb6cda498f532da7f7d0fc2183870ea5,2018-10-17T14:59:55+03:00,9,CONGO,Female,General shop,2819,6047.655071015668,3228.0,101,68
0xaefc5a418a3d58b04519f3bb05811b7ce6882340,2018-10-17T15:45:40+03:00,10,CONGO,Female,Labour,223,2758.0,2535.0,25,31
0x15a32e92e88b09eb07aa3da1abd8062a8f114129,2018-10-19T11:35:20+03:00,11,CONGO,Female,Labour,556,3472.678592003977,2916.0,61,98
0x886e3d1a0cc911fdd7be4293ab588758163ae52d,2018-09-24T15:53:20+03:00,12,BANGLA,Female,Food,1028,1892.0,864.0,17,6
0x29d98f4649743a7d570f7628264d7962327005f3,2018-09-25T12:41:25+03:00,13,BANGLA,Female,Food,1063,3375.0,2292.0,35,31
0xf3e3658e90ffbe9c0eb04b5aa51e7b34253cb4cd,2018-10-01T11:29:35+03:00,14,BANGLA,Male,Labour,432,795.0,363.0,10,4
0x0d8ea4c54c01ad8d962de1e9250758ef95431410,2018-09-24T14:28:45+03:00,15,BANGLA,Male,Labour,1274,1274.0,0,1,0
0x07d9877772f197784dbb90a83929626d2116a2f2,2018-09-24T13:40:15+03:00,16,KANG,Male,Labour,690,740.0,50.0,7,2
0xb9cb8c3c6f9d06152e3034260eb24ea3572b49ad,2018-09-24T14:00:30+03:00,17,BANGLA,Male,Labour,500,530.0,30.0,3,1
0xf4968af0f60c35bff35abb6ec495c24ec6fea9f0,2018-10-25T15:41:00+03:00,18,LINDI,Female,Food,564,720.0,206.0,13,7
0xde0598d67e7b22c64462f6499e5329b6069e39ee,2018-10-25T15:51:05+03:00,19,CONGO,Female,Food,764,4679.484090516749,3915.0,43,26
0x0932c61d1db614925629646237cde3300ab2ef02,2018-10-25T16:32:10+03:00,20,LINDI,Female,Labour,300,535.0,235.0,6,9
0xe21c0256708c143172e72409ba0fdedd4effa1df,2018-10-25T16:46:10+03:00,21,CONGO,Female,Food,940,2775.2749216200796,1835.0,33,24
0xbe2794b9cd1830e349aaf54dc4e6ef2d12f724c7,2018-10-25T17:15:25+03:00,22,LINDI,Male,Labour,433,550.0,117.0,6,7
0x715b6a585f6d2a951f22849e0f1e25ebe342f7c4,2018-10-17T13:56:10+03:00,23,CONGO,Male,General shop,2093,3018.9298007810794,925.0,32,20
0xa620b222455e9d2c6138f0e01adec42a7a4246f3,2018-10-25T18:19:05+03:00,24,LINDI,Female,Food,344,600.0,256.0,9,3
0x4dfb752dee0a0f43fdfec3e2a4b7abd95b0a5281,2018-10-26T10:38:30+03:00,25,CONGO,Male,Food,285,812.0,527.0,6,6
0xb14db6c332d25af69c64b9c469a2b2fdf1de902d,2018-09-25T10:20:30+03:00,26,BANGLA,Female,Labour,590,590.0,0,2,0
0x97950c162008c16b6793def3945a473c9bfc5742,2018-10-26T11:12:00+03:00,27,CONGO,Male,Food,909,1295.8650248077083,386.0,10,8
0x9a4cac29a2917d23950d59bb2d0e01a6b02b9d00,2018-10-26T12:00:00+03:00,28,CONGO,Female,Food,360,1620.8530538998891,1260.0,25,27
0x322d3755345bfa285c028aec929d26f252f196d6,2018-10-26T12:18:10+03:00,29,CONGO,Female,General shop,63,690.0,577.0,7,10
0x669f28407a43fc279d9de803d4c89aa1e85027f0,2018-09-24T12:55:30+03:00,30,BANGLA,Male,General shop,291,579.0,288.0,9,4
0x510b4b568fded1b1507759bbe4b3626bf5945823,2018-10-26T12:42:10+03:00,31,LINDI,Female,Food,765,2995.9666600312044,2300.0,48,47
0x52e7b22be4c7573b499858c71f4aad0b0a17e229,2018-10-26T13:46:45+03:00,32,LINDI,Male,Education,484,630.0,146.0,10,7
0xb61322b4c2398e6d5a8802ddab326f329127b237,2018-10-26T14:05:00+03:00,33,LINDI,Male,General shop,345,17081.0,16736.0,39,13
0x07e9dba35b424c61a662d3d3a828d0893478bfbc,2018-10-26T14:37:20+03:00,34,LINDI,Male,Labour,2047,4244.0,2197.0,13,17
0xfee5e03b8e944e06a7276e0178fcc38d497cf6c4,2018-10-18T11:51:00+03:00,35,CONGO,Female,Water,1183,1981.0,798.0,26,8
0x20e6e0b3c0cb8799ec56950718654a0933e3847a,2018-10-26T15:31:05+03:00,36,LINDI,Female,Education,59,1585.0,1476.0,12,12
0x6f167e791286551054e951fe47c138dafc6124f6,2018-10-19T14:49:05+03:00,37,CONGO,Female,Food,653,1535.0,882.0,17,7
0xfac22193f76c6d5d939cd74155a4d448fb3817f3,2018-10-26T16:55:15+03:00,38,LINDI,Female,Labour,279,475.0,196.0,7,4
0x7c1364a88dc2814a3913358c085ccffb9aeb0fef,2018-10-26T17:28:20+03:00,39,CONGO,Female,General shop,1312,2230.0,908.0,50,23
0x64e9a4029167cb388b3545ed86ed27faba79cfcd,2018-10-29T11:40:10+03:00,40,GATINA,Female,Food,404,1182.0,778.0,7,10
0x1d0aa086a5ff9076dc3e393191d2c7ccbe86e634,2018-10-29T15:03:10+03:00,41,CONGO,Female,Food,469,1652.0,1183.0,18,18
0x63c647b47391c30fe7e7495971c9e4da9c986409,2018-10-18T10:57:00+03:00,42,CONGO,Female,General shop,484,977.0,493.0,15,9
0xcb1a2213ea944deb8209608555841771f19a5339,2018-10-29T16:18:00+03:00,43,CONGO,Female,General shop,661,1011.0,350.0,7,6
0x52fe2ba14db890b5cf98fbb0eac74af7a38aca5f,2018-10-29T17:39:25+03:00,44,CONGO,Female,Food,284,505.0,221.0,7,7
0x2de52474f1635bee6454641138f158217adcdfe6,2018-10-30T12:12:15+03:00,45,LINDI,Female,Food,662,860.0,198.0,14,9
0x79aa3d2161c0adc33c09e84ff9ab22c8ae1ee251,2018-10-18T14:05:50+03:00,46,LINDI,Female,Food,640,1110.0,470.0,25,19
0xe0cdd868864971da6e79b1e501d7b70633fc6d46,2018-10-30T14:12:40+03:00,47,CONGO,Female,General shop,647,1224.0,577.0,8,6
0xc01dd33c69ef4c54679334c3eae5debeb98c1329,2018-10-30T14:22:15+03:00,48,LINDI,Female,Food,443,6713.953973415897,6270.0,65,71
0x82adbe06ee5e2689007f376b96388a55e1012d26,2018-10-30T14:46:15+03:00,49,CONGO,Female,Labour,529,1183.0,654.0,6,6
0xf3b73faa89479abfed5bc6faee9738b2aea5a396,2018-10-30T15:49:45+03:00,50,LINDI,Female,Food,520,600.0,80.0,11,6
0xa5c2fa4010b4648f5e3f50a2b27af983aaf226f6,2018-10-30T16:24:20+03:00,51,CONGO,Female,Food,23,1219.0,1146.0,10,10
0xc3ecd4581eb8549a2f580174d08699be104b059a,2018-10-30T16:36:20+03:00,52,LINDI,Female,Food,268,485.0,217.0,4,4
0x5a33550de0c5c908b84e938ee7b022c0926a9edf,2018-10-30T16:50:00+03:00,53,CONGO,Male,Transport,504,1142.0,638.0,9,7
0xd0a1d9630edd72e4acaf2e1ebcd1c65de62f8d78,2018-10-30T17:00:10+03:00,54,LINDI,Female,General shop,1004,1540.0,536.0,11,5
0xbce8f42c4a1e73b276c11a6886d9df037ff8694d,2018-11-27T08:52:55+03:00,55,CONGO,Female,Food,1024,2226.5236371932206,1202.0,25,34
0x94b6f14f74398eb63bc5f0fb4df63d086808d933,2018-11-01T09:37:00+03:00,56,CONGO,Female,Food,512,1502.0,990.0,8,6
0x98282d3ae5a61dbd9d5e4565a0a77887d5940d92,2018-11-01T11:18:25+03:00,57,LINDI,Female,Food,77,1180.0,1103.0,17,21
0x3fda0906e152a2a825534352097aec036ebbd26b,2018-11-01T11:18:25+03:00,58,CONGO,Female,Food,2374,11192.169136239596,8818.0,215,125
0x8ce47b1d24f25210baf576bfc66f73e74ef4ab8c,2018-11-01T11:18:25+03:00,59,LINDI,Female,Food,622,930.0,308.0,13,6
0x4891576759076e2e3a3cc4fd15c027168af61931,2018-10-19T15:55:15+03:00,60,CONGO,Female,General shop,584,1177.0,593.0,10,11
0x2e4581bc4c98c9c484336b50d780171cef008ce3,2018-11-01T11:18:25+03:00,61,CONGO,Male,Labour,512,1202.0,690.0,7,5
0xd41fe86f757516a1f1e6566f86b161a1ddc015e2,2018-11-27T13:04:05+03:00,62,LINDI,Female,General shop,319,510.0,191.0,4,4
0x75e3744efd43fda432900c6942ee9e2232aafdc8,2018-11-27T13:05:10+03:00,63,LINDI,Male,General shop,319,510.0,191.0,4,4
0x446090169a9198be7cea6df861a21999ebfeebc8,2018-11-01T11:22:00+03:00,64,CONGO,Female,Energy,466,14913.590333529179,14447.302174926466,118,90
0x9291cc69197f4537244ac562047a8a5f7ac76ff0,2018-11-01T11:22:00+03:00,65,CONGO,Female,Food,254,4298.052449266139,4044.0,16,16
0x496c3cbabadd8b8853876a87c7172cd7df323ba8,2018-11-01T12:19:40+03:00,66,CONGO,Female,Food,2,2035.0,2033.0,11,18
0xdcea42bee0008a89384ea049fee9d271f8aefbbd,2018-11-01T13:07:15+03:00,67,LINDI,Female,Labour,172,5678.0,5506.0,31,42
0x57be0068ec9a38793c57a4306b984ac7713d59db,2018-11-27T13:05:50+03:00,68,LINDI,Female,Labour,332,615.0,283.0,7,7
0x657dc06a88fb80dbda68202b26d7a6f6aa527496,2018-11-02T10:31:25+03:00,69,CONGO,Female,Food,395,855.0,460.0,9,7
0x7637502820cf3fddda46247a93fdb54ad77cb17a,2018-11-02T10:31:25+03:00,70,LINDI,Female,Food,674,810.0,136.0,16,7
0x019bd4c7c5ef81fc5e26c581ba81ccdeaad98db2,2018-11-27T08:58:40+03:00,71,CONGO,Male,Transport,1293,2295.0,1002.0,17,9
0x817e543c5feff188b8cade2b30ddea92753b70e5,2018-11-27T08:59:35+03:00,72,CONGO,Male,General shop,270,2054.0,1784.0,16,22
0x996c23d9f941536d87afef4bfb59bfe1031b8e1a,2018-11-27T09:00:15+03:00,73,CONGO,Female,Food,452,2250.0,1798.0,14,18
0xa1d9705abeb39f3105c96eb75bed5a4a4cd68f81,2018-11-02T17:25:50+03:00,74,LINDI,Female,Food,210,2240.0,1980.0,16,19
0x6663c09ad52f70efe5e01c07d214103fee5e56d6,2018-11-27T09:01:05+03:00,75,CONGO,Male,Education,1138,6662.67671863764,5524.0,76,64
0x6e63c75540d889a365165811f974a8343e6d1f35,2018-11-27T09:01:55+03:00,76,CONGO,Female,Education,2480,51174.416798020335,48694.0,171,79
0x3d84b984bd74778b198f09aef9643263c6b37b77,2018-11-27T09:02:45+03:00,77,CONGO,Female,Education,288,21241.327459209566,20953.0,165,167
0x9a8ae5740cfaab5297d3bfff58b11842466a8a87,2018-10-17T14:56:10+03:00,78,LINDI,Female,General shop,322,555.0,233.0,11,8
0x0e9fa1a5fc21e1fea8246cca035327675298271a,2018-11-14T12:34:40+03:00,79,CONGO,Male,Education,4552,77334.05805682136,72782.0,246,201
0x9d00793d10ca694e9f7d8b3db2de2035be8e138d,2018-11-05T16:46:15+03:00,80,LINDI,Female,General shop,400,784.0,384.0,11,5
0xe17d82ddaf35241d2b1f04528c84b8f0862220b7,2018-10-19T13:34:35+03:00,81,LINDI,Female,Food,281,3248.841644659637,2967.0,53,39
0x65d585da1777966a542a20755a0a9c4537e4a4a6,2018-10-17T14:19:20+03:00,82,LINDI,Female,Health,1627,7985.0,6358.0,28,27
0x1e36a5c3ea84331d87516c3f581618277983993d,2018-11-27T09:03:20+03:00,83,CONGO,Male,Labour,93,11539.383985637209,11446.0,29,29
0x4d5003aaefa073a2102a7acb9827f12b4023114f,2018-11-27T09:20:00+03:00,84,CONGO,Female,Education,296,1654.0,1358.0,7,6
0x647c9a5e084f952ca691f70a18383a1926ed2718,2018-11-09T15:00:10+03:00,85,LINDI,Female,Food,393,660.0,267.0,10,4
0x2e360e43340526a2c3f4e29626763974b3035ab4,2018-10-18T14:01:10+03:00,86,LINDI,Male,Labour,481,1144.819919257899,663.0,19,19
0xa42e61946936d283a98525ce0f2f2a8512f17440,2018-11-16T11:44:05+03:00,87,LINDI,Female,General shop,112,190.0,48.0,5,6
0x480f1cc30d3722ba324676547444cbdb1ee00868,2018-11-12T14:44:00+03:00,88,LINDI,Female,Food,12,1920.0,1858.0,32,26
0x16502c419783da15e3de6a2ba0cd78cf34a074cc,2018-10-17T17:36:50+03:00,89,LINDI,Female,Education,203,330.0,127.0,6,8
0x60fecb5ee6ba4e47aad69200129cde36ad348ba0,2018-11-14T14:01:20+03:00,90,LINDI,Female,Food,252,410.0,158.0,4,4
0xda0fe42d700efed6d0280b5bff3b1402825b3dec,2018-11-14T14:06:55+03:00,91,LINDI,Male,Food,249,410.0,161.0,4,5
0x737cc13dbd67047ffe65ca383b9241962d44c746,2018-11-14T14:09:50+03:00,92,CONGO,Male,General shop,646,1220.0,574.0,7,4
0x6d7aa4cf33c9d01a2e3cd3784b8ba2a52bbcbef1,2018-11-14T14:10:45+03:00,93,CONGO,Male,General shop,300,1800.0,1500.0,6,1
0xd6468cc6c10532ca12491c3db6a9b2f8aef7ae74,2018-11-14T16:01:20+03:00,94,CONGO,Male,Labour,392,940.0,548.0,5,5
0x23c848671adf998025cd1d2247fea93f922b6d31,2018-09-16T18:01:10+03:00,95,CONGO,Male,Food,94,13366.965794213764,13272.965794213764,80,81
0x3ea0a0a9c2c5f000b280a5464e9e43da5b10f85a,2018-11-27T09:21:00+03:00,96,CONGO,Male,Water,473,2084.214022698573,1611.0,16,13
0x3e1a5c7e4faeb972554db1c354c873ab9169297e,2018-10-17T16:44:50+03:00,97,LINDI,Female,Food,430,430.0,0,1,0
0x9ecc6179bb6571e67f342c733ca5918c53aba5e1,2018-11-26T14:29:20+03:00,98,KANG,Female,General shop,465,760.0,295.0,13,18
0x85ccf1b8e716a61141150a9f08157dccedab9e50,2018-11-26T14:29:55+03:00,99,KANG,Female,Food,455,650.0,195.0,12,9
0x8217e7331c3313683c4ae0f03d4280c4d26a006f,2018-11-26T13:09:15+03:00,100,LINDI,Male,Health,407,610.0,203.0,6,4
0xe738e815f61bf939924079dfe72be978790d5447,2018-11-26T14:30:25+03:00,101,KANG,Male,Labour,380,520.0,140.0,6,2
0x8c990d9d09a2317c5966070f12f79f4c59e956a4,2018-11-26T13:26:45+03:00,102,GATINA,Female,General shop,1539,5660.4635872541485,4011.0,267,202
0x3f3fe2ea061f8e2dea110e50d248fa501b7d6a41,2018-11-26T13:27:25+03:00,103,CONGO,Male,Labour,592,5970.0857691528945,5378.0,361,414
0xdecc44ff25de5592a5efef0e523124ef976fb008,2018-11-26T13:28:05+03:00,104,CONGO,Male,Labour,644,9365.244815008125,8721.0,437,736
0xaf4b2c8b4ca7661c1ef7447935bf120c19d9948a,2018-11-26T13:10:40+03:00,105,LINDI,Female,Food,300,510.0,210.0,4,6
0x84978814eae35682b86899e20c60e846ef814ffa,2018-11-26T13:11:15+03:00,106,LINDI,Male,Food,297,510.0,213.0,4,6
0x7f1ed8f298001c294be959f1261f65093d57d1c3,2018-11-26T13:28:40+03:00,107,GATINA,Male,Food,331,540.0,209.0,6,5
0x97f314447fcd997cdf8c08c3fef97eddea4a918c,2018-11-26T13:29:15+03:00,108,GATINA,Male,Transport,306,500.0,194.0,3,4
0x659db804ceab66ef7ff8fb3c619ff0d18b3528af,2018-11-26T13:29:50+03:00,109,GATINA,Female,General shop,173,1821.9641038557077,1598.0,17,24
0xd8d1318985424fc0c18daca3d232653651a1f043,2018-11-26T13:12:00+03:00,110,LINDI,Male,General shop,324,520.0,196.0,5,4
0x63e1934f6bd503c5174833f33a53352f6f64a043,2018-11-26T13:30:40+03:00,111,GATINA,Female,General shop,480,855.0,375.0,9,5
0x74c62e30371ef9fec91543ab12b0b9e5b4144667,2018-11-26T13:12:35+03:00,112,LINDI,Female,Food,321,515.0,194.0,5,4
0xd964254d90a2013363dbcdc7323d0b475ceb6e47,2018-11-26T13:31:10+03:00,113,GATINA,Male,Food,471,655.0,184.0,9,9
0xe184513cbeeff0010ddfde0416528de5c94f29ac,2018-11-26T14:31:00+03:00,114,KANG,Male,Labour,316,510.0,194.0,4,4
0x8da2cf9d4b4c0a4e6c9842a6e09c78e329f638a7,2018-11-26T13:31:45+03:00,115,GATINA,Male,General shop,315,510.0,195.0,4,7
0xe4bc8597e96b90084ba3d1fb1948f71945d72e42,2018-11-26T13:32:20+03:00,116,GATINA,Female,Food,517,1400.0,883.0,24,22
0x8158e991380ca20de673000347c4b7bb600dd560,2018-11-26T13:32:55+03:00,117,GATINA,Female,Food,416,712.0,196.0,9,12
0xe8ddc6087a62d0425ac5e4e52de7b83ceae45231,2019-03-18T10:17:55+03:00,118,KANG,Male,Education,334,3064.087887764667,2680.0878877646674,18,7
0xeed654af000af7c7579f53c1d29c733bd649d0be,2018-11-26T13:33:50+03:00,119,GATINA,Female,General shop,373,662.0,189.0,8,9
0xa45da6458a430e4b8a3b4aafc450be7e4a58517e,2018-11-26T13:13:20+03:00,120,LINDI,Male,Water,386,594.0,208.0,8,4
0xfe7596a890fea715203ed382a37560131c74636f,2018-11-26T13:14:00+03:00,121,LINDI,Female,Labour,319,510.0,191.0,4,5
0x6e4cbb1c027e94f3ff79a7c1609d0d793c05d827,2018-11-26T13:14:40+03:00,122,LINDI,Female,General shop,321,515.0,194.0,5,4
0x74c67c66f6d09ada565138e3b7547d10207442d8,2018-11-26T13:15:25+03:00,123,LINDI,Male,Labour,447,660.0,213.0,4,5
0x42fb882746e0196dabaa368a0433ba9467ea55ed,2018-11-26T14:31:40+03:00,124,KANG,Male,Water,426,660.0,234.0,6,4
0xa981438f39eb8761870b963029e5dfbc22188563,2018-11-26T13:15:55+03:00,125,LINDI,Female,Food,316,510.0,194.0,4,4
0xb5a585ec0bdf5eb8c4e89eb260b7a438a05670af,2018-11-26T14:32:10+03:00,126,KANG,Female,Food,144,500.0,356.0,3,6
0x39e90f003b4920512f31c51da5b9e529a626c8d5,2018-11-26T13:34:30+03:00,127,GATINA,Male,Labour,319,510.0,191.0,4,4
0xc51a9c5bff05bbb046304d9552d391c6991bf704,2018-11-26T14:32:45+03:00,128,KANG,Female,Food,94,515.0,421.0,5,5
0x141a890624d50ca7ae5756da7b7a8ce9dd5b05f5,2018-11-26T13:16:35+03:00,129,LINDI,Male,Food,326,460.0,134.0,3,3
0x39bdcb783f8413353019735b36b7fa2a459f2ed4,2018-11-26T14:33:20+03:00,130,KANG,Male,Labour,394,1308.3107729257047,913.5951458637503,8,7
0xcc90b20b1b31e9e2e60ac2d65a6bc675cf0903a9,2018-11-26T13:17:55+03:00,131,LINDI,Female,General shop,342,540.0,198.0,7,5
0x97194de37c8096d5a715e920822310b6b816c753,2018-11-26T13:35:10+03:00,132,GATINA,Female,Labour,510,1186.8668909468004,676.0,22,32
0x4f6b3909c698c80b0eb35b9d6be365810081391b,2018-11-26T13:35:45+03:00,133,GATINA,Female,General shop,536,770.1985136982067,234.0,25,9
0x2f72e53de3cca302370b31b17de5b590fa27f3d1,2018-11-26T13:19:15+03:00,134,LINDI,Female,General shop,402,1163.0,761.0,23,39
0x3c9876cb1a567cf15d02fd09b5339658451cb576,2018-11-26T13:20:00+03:00,135,GATINA,Male,Labour,325,910.0,585.0,5,5
0xa290451fbf13cb85b4618501746ae5f2f55eb9e7,2018-11-26T13:37:45+03:00,136,GATINA,Male,Labour,319,510.0,191.0,4,4
0x78872fe6a7270059cb2cd683ae5bbfcba3adb3f7,2018-11-26T13:20:50+03:00,137,LINDI,Male,Labour,344,535.0,191.0,6,7
0x4fdf90894fa587d73f0891b1ed709fa3de3d198c,2018-11-26T14:33:55+03:00,138,KANG,Male,Labour,395,600.0,205.0,5,4
0x23c9375fd2ee4f26122b7946378e9459f1f36389,2018-11-26T13:17:15+03:00,139,LINDI,Male,Food,316,510.0,194.0,4,4
0xc280d250a0240d58e31544e85501c76e4424f56c,2018-11-26T14:08:10+03:00,140,CONGO,Male,Labour,324,515.0,191.0,5,4
0x3121b699e565a92239b5e9b554b3854ce99cc4fc,2018-11-26T13:47:55+03:00,141,LINDI,Female,Food,316,510.0,194.0,4,4
0xe38a0520274a4cdbf15321c7f0758258960b427c,2018-11-26T14:07:30+03:00,142,GATINA,Female,Food,327,520.0,193.0,5,4
0x0f138a23439e2a9b5de199eac7536f780db6f063,2018-11-26T13:48:40+03:00,143,LINDI,Female,Labour,353,535.0,182.0,5,5
0x8eb995f000b3e7d76fddbb932475dfde5f52f2bf,2018-11-26T14:34:20+03:00,144,KANG,Male,Labour,382,510.0,128.0,4,4
0x99de96970213e83f3fe044b0142ec8d40989b2f6,2018-11-26T14:34:55+03:00,145,KANG,Male,Labour,316,510.0,194.0,4,4
0xfc542d3effe9795b308a9a1f193d41ec6f3430e9,2018-11-26T13:49:10+03:00,146,LINDI,Male,Labour,376,560.0,184.0,5,7
0x75937073366186f15f5b1bfab67c3f932589e700,2018-11-26T14:35:25+03:00,147,KANG,Male,Food,316,510.0,194.0,4,4
0xc407f1787f165a1e245ca3719d3da59a79b11921,2018-11-26T14:08:45+03:00,148,GATINA,Male,Food,335,465.0,130.0,4,3
0xf79ddfb014aa2f8d203fdc73672890ae0f3755fc,2018-11-26T14:09:20+03:00,149,GATINA,Male,Labour,319,510.0,191.0,4,4
0x37bf7a2dcf71f89943d004febf71c1e964c7e13d,2018-11-26T13:59:40+03:00,150,LINDI,Female,General shop,324,515.0,191.0,5,6
0xf797cca1b0ac4c73a94147d4ff5ada8ab638a6f5,2018-11-27T09:21:30+03:00,151,GATINA,Male,Food,121,1724.0,1403.0,25,30
0x95708dc5686845bc92482f97b522d325e1ce10d6,2018-11-26T14:11:15+03:00,152,GATINA,Male,Labour,305,520.0,215.0,5,5
0xda21a7e8d8ec733fef700938fb4148699f34dbd6,2018-11-26T14:10:50+03:00,153,GATINA,Male,Labour,464,670.0,206.0,8,4
0x2b17f3b06017f8f98a809800fa7111195720bb3c,2018-11-26T14:12:15+03:00,154,GATINA,Female,Food,319,510.0,191.0,4,4
0xbfe99c1cb32f32b752ad1d39db8c0b8bd71c773a,2018-11-30T08:26:50+03:00,155,CONGO,Male,Food,726,1964.0,1238.0,7,6
0x4ea1e67407b7b8cfcd2c24059dda89a09c86b86c,2018-11-26T14:12:45+03:00,156,LINDI,Female,Food,486,1290.0,804.0,18,17
0x948cd07407e9a0908c16f033bc762e6703945118,2018-11-26T14:36:10+03:00,157,KANG,Female,Food,306,510.0,194.0,4,4
0x76280b952ec582d65dc8e6e23d06edc47d479a80,2018-11-26T14:13:25+03:00,158,GATINA,Male,Labour,325,530.0,195.0,5,4
0xc85fbb18acfe40c7ac679dc3719b5b143e135b21,2018-11-26T14:00:30+03:00,159,LINDI,Female,Labour,1385,5250.0,3865.0,13,13
0xdafece1b210d00b8e1ed62010038d086adbdba22,2018-11-26T14:13:50+03:00,160,GATINA,Male,Food,723,1430.0,707.0,20,6
0x500ce498545b7d85083d45a5b9ad07db1287f826,2018-11-26T14:14:35+03:00,161,GATINA,Female,Water,735,2054.0,1269.0,29,21
0x0309100e26c43df91380702b5cf650888d763481,2018-11-26T14:01:10+03:00,162,LINDI,Female,Food,364,1110.0,686.0,19,19
0x49d3374fa8545e9b9bbc57434d148c24b387fd1a,2018-11-26T14:36:40+03:00,163,KANG,Female,Food,271,560.0,279.0,5,7
0x9dda6fa7a3d469e96287c3ebfe10f9a509dc7c9e,2018-11-26T14:15:05+03:00,164,GATINA,Female,General shop,334,530.0,196.0,6,4
0xb040ca23bddf2dea059d7c154684137b7576769d,2018-11-26T14:15:35+03:00,165,GATINA,Female,Food,316,510.0,194.0,4,4
0x8b9e9d6f4636671263455255355cfcfbf4652aa7,2018-11-26T14:01:50+03:00,166,LINDI,Female,General shop,292,560.0,268.0,5,10
0x6253523d1778927eaf1848e9bf6cb806b358a315,2018-11-26T14:16:00+03:00,167,GATINA,Male,Labour,338,535.0,197.0,8,4
0xa3d6b0bb4a828ebd7207941d209c50de9a32a432,2018-11-26T14:37:20+03:00,168,KANG,Male,Education,821,1190.0,369.0,6,4
0x54700633cfe72bee17b31de6dffd13da6bb1e1e4,2018-11-26T14:16:30+03:00,169,GATINA,Female,Food,316,510.0,194.0,4,4
0xda32bb24e40ee758e5539e475e0587d13da72e78,2018-11-26T14:16:55+03:00,170,GATINA,Male,Energy,413,2374.0,1961.0,37,50
0xc1041296394d0c5cba1ea5506803855c15a72408,2018-11-26T14:18:10+03:00,171,GATINA,Female,Food,316,510.0,194.0,4,4
0x0f7423c6f40e3443d450e3eb3bce4ac49c70d8b1,2018-11-26T14:37:55+03:00,172,KANG,Male,Energy,316,510.0,194.0,4,4
0x1e01276c20a6e1be3b73d4ac2aa2fc9720f5da13,2018-11-26T14:19:15+03:00,173,GATINA,Male,Food,316,510.0,194.0,4,4
0x2529ee891401721aad64d2783ea78ddc62b1025d,2018-11-26T14:20:10+03:00,174,GATINA,Male,General shop,339,510.0,171.0,4,5
0x29c2b5ac1fc8110c2089c8be51fbda0a25a25463,2018-11-26T14:20:55+03:00,175,GATINA,Male,General shop,286,510.0,224.0,4,5
0x50c99b0d3843ee257127f4cb70bd9623ecc0bdbf,2018-11-26T14:02:35+03:00,176,LINDI,Female,Health,2139,12887.760983626236,10748.516758027308,104,72
0x06050226e2440a37cd693ece38ec8740526372c2,2018-11-26T14:03:10+03:00,177,LINDI,Male,Labour,359,1491.8119369494038,1132.0,22,21
0x0cb0b21ce3e2d540e94c95a0e901e01745a97a5f,2018-11-26T14:21:40+03:00,178,GATINA,Male,Energy,406,660.0,254.0,5,6
0x2de3f3d161d0bed28ed1e4d0fac546d424c011db,2018-11-26T14:22:20+03:00,179,GATINA,Female,Food,423,570.0,97.0,6,6
0x5f6f14bf7eeff996f6ed85e9138665b766ad1328,2018-11-26T14:03:45+03:00,180,LINDI,Female,General shop,290,500.0,210.0,3,5
0x1d45493e0a9fb468d20f109b79980ad0ca270ce8,2018-11-26T14:04:25+03:00,181,KANG,Male,Energy,169,610.0,441.0,5,3
0x6e960603787a111c793aa757131c544f49a47e88,2018-11-26T14:23:00+03:00,182,GATINA,Female,Education,435,691.167931501931,256.0,6,6
0x76cc1612055dbdbb9e9a945176e55609c70677e5,2018-11-26T13:57:30+03:00,183,GATINA,Female,Food,316,510.0,194.0,4,4
0x41adbccd07319544ecf42fef9192cfbaf7877b76,2018-11-26T15:32:45+03:00,184,LINDI,Female,Food,645,1090.0,445.0,30,14
